frontend_api_id,module,exported_function,http_method,url_expression,normalized_path,source,contract_status
FEAPI-0286,oa/attendance,listAllRecords,GET,'/oa/attendance/list',/oa/attendance/list,erp-ui/src/api/oa/attendance.js:21,待与后端/OpenAPI 核验
FEAPI-0287,oa/fixedAsset,listFixedAssetConfigs,GET,'/oa/fixedAsset/config/list',/oa/fixedAsset/config/list,erp-ui/src/api/oa/fixedAsset.js:5,待与后端/OpenAPI 核验
FEAPI-0288,oa/fixedAsset,getFixedAssetConfig,GET,'/oa/fixedAsset/config/' + configId,/oa/fixedAsset/config/{configId},erp-ui/src/api/oa/fixedAsset.js:13,待与后端/OpenAPI 核验
FEAPI-0289,oa/fixedAsset,saveFixedAssetConfig,POST,'/oa/fixedAsset/config/save',/oa/fixedAsset/config/save,erp-ui/src/api/oa/fixedAsset.js:20,待与后端/OpenAPI 核验
FEAPI-0290,oa/fixedAsset,deleteFixedAssetConfig,DELETE,'/oa/fixedAsset/config/' + configId,/oa/fixedAsset/config/{configId},erp-ui/src/api/oa/fixedAsset.js:28,待与后端/OpenAPI 核验
FEAPI-0291,oa/fixedAsset,getFixedAssetQuota,GET,'/oa/fixedAsset/config/quota',/oa/fixedAsset/config/quota,erp-ui/src/api/oa/fixedAsset.js:35,待与后端/OpenAPI 核验
FEAPI-0292,oa/fixedAsset,listFixedAssetRepairs,GET,'/oa/fixedAsset/repair/list',/oa/fixedAsset/repair/list,erp-ui/src/api/oa/fixedAsset.js:43,待与后端/OpenAPI 核验
FEAPI-0293,oa/fixedAsset,getFixedAssetRepair,GET,'/oa/fixedAsset/repair/' + repairId,/oa/fixedAsset/repair/{repairId},erp-ui/src/api/oa/fixedAsset.js:51,待与后端/OpenAPI 核验
FEAPI-0294,oa/fixedAsset,submitFixedAssetRepair,POST,'/oa/fixedAsset/repair/submit',/oa/fixedAsset/repair/submit,erp-ui/src/api/oa/fixedAsset.js:58,待与后端/OpenAPI 核验
FEAPI-0295,oa/fixedAsset,precheckFixedAssetRepair,POST,'/oa/fixedAsset/repair/precheck',/oa/fixedAsset/repair/precheck,erp-ui/src/api/oa/fixedAsset.js:66,待与后端/OpenAPI 核验
FEAPI-0296,oa/fixedAsset,submitFixedAssetRepairBatch,POST,'/oa/fixedAsset/repair/submit/batch',/oa/fixedAsset/repair/submit/batch,erp-ui/src/api/oa/fixedAsset.js:74,待与后端/OpenAPI 核验
FEAPI-0297,oa/fixedAsset,listFixedAssetReplenishmentDeadOutboxes,GET,'/oa/fixedAsset/replenishment-outbox/dead',/oa/fixedAsset/replenishment-outbox/dead,erp-ui/src/api/oa/fixedAsset.js:82,待与后端/OpenAPI 核验
FEAPI-0298,oa/fixedAsset,replayFixedAssetReplenishmentOutbox,POST,'/oa/fixedAsset/replenishment-outbox/' + outboxId + '/replay',/oa/fixedAsset/replenishment-outbox/{outboxId}/replay,erp-ui/src/api/oa/fixedAsset.js:90,待与后端/OpenAPI 核验
FEAPI-0299,oa/fixedAsset,getFixedAssetReplenishmentOutboxSummary,GET,'/oa/fixedAsset/replenishment-outbox/summary',/oa/fixedAsset/replenishment-outbox/summary,erp-ui/src/api/oa/fixedAsset.js:98,待与后端/OpenAPI 核验
FEAPI-0300,oa/fixedAsset,listFixedAssetReplenishmentOutboxes,GET,'/oa/fixedAsset/replenishment-outbox/list',/oa/fixedAsset/replenishment-outbox/list,erp-ui/src/api/oa/fixedAsset.js:105,待与后端/OpenAPI 核验
FEAPI-0301,oa/fixedAsset,retryFixedAssetReplenishmentOutbox,POST,'/oa/fixedAsset/replenishment-outbox/' + outboxId + '/retry',/oa/fixedAsset/replenishment-outbox/{outboxId}/retry,erp-ui/src/api/oa/fixedAsset.js:113,待与后端/OpenAPI 核验
FEAPI-0302,oa/laborContract,listLaborContract,GET,'/oa/laborContract/list',/oa/laborContract/list,erp-ui/src/api/oa/laborContract.js:5,待与后端/OpenAPI 核验
FEAPI-0303,oa/laborContract,getLaborContract,GET,'/oa/laborContract/' + contractId,/oa/laborContract/{contractId},erp-ui/src/api/oa/laborContract.js:14,待与后端/OpenAPI 核验
FEAPI-0304,oa/laborContract,saveLaborContract,POST,'/oa/laborContract/save',/oa/laborContract/save,erp-ui/src/api/oa/laborContract.js:22,待与后端/OpenAPI 核验
FEAPI-0305,oa/laborContract,sendLaborContract,POST,'/oa/laborContract/send',/oa/laborContract/send,erp-ui/src/api/oa/laborContract.js:30,待与后端/OpenAPI 核验
FEAPI-0306,oa/laborContract,voidLaborContract,POST,'/oa/laborContract/' + contractId + '/void',/oa/laborContract/{contractId}/void,erp-ui/src/api/oa/laborContract.js:38,待与后端/OpenAPI 核验
FEAPI-0307,oa/laborContract,previewLaborContract,GET,'/oa/laborContract/' + contractId + '/preview',/oa/laborContract/{contractId}/preview,erp-ui/src/api/oa/laborContract.js:45,待与后端/OpenAPI 核验
FEAPI-0308,oa/laborContract,downloadLaborContractFile,GET,'/oa/laborContract/download/' + contractId + '/' + kind,/oa/laborContract/download/{contractId}/{kind},erp-ui/src/api/oa/laborContract.js:53,待与后端/OpenAPI 核验
FEAPI-0309,oa/laborContract,verifyLaborContractHash,POST,'/oa/laborContract/verify',/oa/laborContract/verify,erp-ui/src/api/oa/laborContract.js:61,待与后端/OpenAPI 核验
FEAPI-0310,oa/laborContract,listLaborContractTemplate,GET,'/oa/laborContract/template/list',/oa/laborContract/template/list,erp-ui/src/api/oa/laborContract.js:70,待与后端/OpenAPI 核验
FEAPI-0311,oa/laborContract,saveLaborContractTemplate,POST,'/oa/laborContract/template',/oa/laborContract/template,erp-ui/src/api/oa/laborContract.js:79,待与后端/OpenAPI 核验
FEAPI-0312,oa/laborContract,getLaborContractSeal,GET,'/oa/laborContract/seal',/oa/laborContract/seal,erp-ui/src/api/oa/laborContract.js:87,待与后端/OpenAPI 核验
FEAPI-0313,oa/laborContract,saveLaborContractSeal,POST,'/oa/laborContract/seal',/oa/laborContract/seal,erp-ui/src/api/oa/laborContract.js:95,待与后端/OpenAPI 核验
FEAPI-0314,oa/laborContract,listMyLaborContracts,GET,'/oa/laborContract/mobile/my',/oa/laborContract/mobile/my,erp-ui/src/api/oa/laborContract.js:103,待与后端/OpenAPI 核验
FEAPI-0315,oa/laborContract,getMyLaborContract,GET,'/oa/laborContract/mobile/' + contractId,/oa/laborContract/mobile/{contractId},erp-ui/src/api/oa/laborContract.js:111,待与后端/OpenAPI 核验
FEAPI-0316,oa/laborContract,signMyLaborContract,POST,'/oa/laborContract/mobile/' + contractId + '/sign',/oa/laborContract/mobile/{contractId}/sign,erp-ui/src/api/oa/laborContract.js:118,待与后端/OpenAPI 核验
FEAPI-0317,oa/purchase,savePurchase,POST,'/oa/purchase/save',/oa/purchase/save,erp-ui/src/api/oa/purchase.js:5,待与后端/OpenAPI 核验
FEAPI-0318,oa/purchase,submitPurchase,POST,'/oa/purchase/submit',/oa/purchase/submit,erp-ui/src/api/oa/purchase.js:13,待与后端/OpenAPI 核验
FEAPI-0319,oa/purchase,getPurchaseAvailability,GET,'/oa/purchase/availability',/oa/purchase/availability,erp-ui/src/api/oa/purchase.js:21,待与后端/OpenAPI 核验
FEAPI-0320,oa/purchase,closePurchase,POST,'/oa/purchase/' + purchaseId + '/close',/oa/purchase/{purchaseId}/close,erp-ui/src/api/oa/purchase.js:29,待与后端/OpenAPI 核验
FEAPI-0321,oa/purchase,withdrawPurchase,POST,'/oa/purchase/' + purchaseId + '/withdraw',/oa/purchase/{purchaseId}/withdraw,erp-ui/src/api/oa/purchase.js:36,待与后端/OpenAPI 核验
FEAPI-0322,oa/purchase,listMyPurchases,GET,'/oa/purchase/my',/oa/purchase/my,erp-ui/src/api/oa/purchase.js:45,待与后端/OpenAPI 核验
FEAPI-0323,oa/purchase,getPurchaseDetail,GET,'/oa/purchase/' + purchaseId,/oa/purchase/{purchaseId},erp-ui/src/api/oa/purchase.js:53,待与后端/OpenAPI 核验
FEAPI-0324,oa/salary,getSalary,GET,'/oa/salary/' + salaryId,/oa/salary/{salaryId},erp-ui/src/api/oa/salary.js:4,待与后端/OpenAPI 核验
FEAPI-0325,oa/salary,listMySalary,GET,'/oa/salary/my',/oa/salary/my,erp-ui/src/api/oa/salary.js:8,待与后端/OpenAPI 核验
FEAPI-0326,oa/salary,listAllSalary,GET,'/oa/salary/list',/oa/salary/list,erp-ui/src/api/oa/salary.js:12,待与后端/OpenAPI 核验
FEAPI-0327,oa/salary,calculateSalary,POST,'/oa/salary/calculate',/oa/salary/calculate,erp-ui/src/api/oa/salary.js:16,待与后端/OpenAPI 核验
FEAPI-0328,oa/salary,preflightSalaryAttendance,GET,'/oa/salary/attendance-preflight',/oa/salary/attendance-preflight,erp-ui/src/api/oa/salary.js:20,待与后端/OpenAPI 核验
FEAPI-0329,oa/salary,getSalaryConfig,GET,'/oa/salary/config',/oa/salary/config,erp-ui/src/api/oa/salary.js:24,待与后端/OpenAPI 核验
FEAPI-0330,oa/salary,saveSalaryConfig,PUT,'/oa/salary/config',/oa/salary/config,erp-ui/src/api/oa/salary.js:28,待与后端/OpenAPI 核验
FEAPI-0331,oa/salary,exportSalary,POST,'/oa/salary/export',/oa/salary/export,erp-ui/src/api/oa/salary.js:32,待与后端/OpenAPI 核验
FEAPI-0332,oa/signPackage,listSignPackages,GET,'/oa/signPackage/list',/oa/signPackage/list,erp-ui/src/api/oa/signPackage.js:5,待与后端/OpenAPI 核验
FEAPI-0333,oa/signPackage,getSignPackage,GET,'/oa/signPackage/' + packageId,/oa/signPackage/{packageId},erp-ui/src/api/oa/signPackage.js:14,待与后端/OpenAPI 核验
FEAPI-0334,oa/signPackage,verifySignPackage,GET,'/oa/signPackage/' + packageId + '/verify',/oa/signPackage/{packageId}/verify,erp-ui/src/api/oa/signPackage.js:22,待与后端/OpenAPI 核验
FEAPI-0335,oa/signPackage,createSignPackage,POST,'/oa/signPackage',/oa/signPackage,erp-ui/src/api/oa/signPackage.js:30,待与后端/OpenAPI 核验
FEAPI-0336,oa/signPackage,updateSignPackage,PUT,'/oa/signPackage/' + packageId,/oa/signPackage/{packageId},erp-ui/src/api/oa/signPackage.js:38,待与后端/OpenAPI 核验
FEAPI-0337,oa/signPackage,sendSignPackage,POST,'/oa/signPackage/' + packageId + '/send',/oa/signPackage/{packageId}/send,erp-ui/src/api/oa/signPackage.js:46,待与后端/OpenAPI 核验
FEAPI-0338,oa/signPackage,getSignPackageCompanyOptions,GET,'/oa/signPackage/' + packageId + '/company-options',/oa/signPackage/{packageId}/company-options,erp-ui/src/api/oa/signPackage.js:53,待与后端/OpenAPI 核验
FEAPI-0339,oa/signPackage,finalizeSignPackage,POST,'/oa/signPackage/' + packageId + '/finalize',/oa/signPackage/{packageId}/finalize,erp-ui/src/api/oa/signPackage.js:61,待与后端/OpenAPI 核验
FEAPI-0340,oa/signPackage,listCompanySeals,GET,'/oa/signPackage/company/seals',/oa/signPackage/company/seals,erp-ui/src/api/oa/signPackage.js:69,待与后端/OpenAPI 核验
FEAPI-0341,oa/signPackage,saveCompanySeal,POST,'/oa/signPackage/company/seals',/oa/signPackage/company/seals,erp-ui/src/api/oa/signPackage.js:77,待与后端/OpenAPI 核验
FEAPI-0342,oa/signPackage,voidSignPackage,POST,'/oa/signPackage/' + packageId + '/void',/oa/signPackage/{packageId}/void,erp-ui/src/api/oa/signPackage.js:85,待与后端/OpenAPI 核验
FEAPI-0343,oa/signPackage,listSignTemplates,GET,'/oa/signPackage/template/list',/oa/signPackage/template/list,erp-ui/src/api/oa/signPackage.js:93,待与后端/OpenAPI 核验
FEAPI-0344,oa/signPackage,listSignTemplateTypes,GET,'/oa/signPackage/template/types',/oa/signPackage/template/types,erp-ui/src/api/oa/signPackage.js:102,待与后端/OpenAPI 核验
FEAPI-0345,oa/signPackage,saveSignTemplate,POST,'/oa/signPackage/template',/oa/signPackage/template,erp-ui/src/api/oa/signPackage.js:110,待与后端/OpenAPI 核验
FEAPI-0346,oa/signPackage,listSignPlans,GET,'/oa/signPackage/plan/list',/oa/signPackage/plan/list,erp-ui/src/api/oa/signPackage.js:118,待与后端/OpenAPI 核验
FEAPI-0347,oa/signPackage,getSignPlan,GET,'/oa/signPackage/plan/' + planId,/oa/signPackage/plan/{planId},erp-ui/src/api/oa/signPackage.js:127,待与后端/OpenAPI 核验
FEAPI-0348,oa/signPackage,saveSignPlan,POST,'/oa/signPackage/plan',/oa/signPackage/plan,erp-ui/src/api/oa/signPackage.js:134,待与后端/OpenAPI 核验
FEAPI-0349,oa/signPackage,updateSignPlan,PUT,'/oa/signPackage/plan',/oa/signPackage/plan,erp-ui/src/api/oa/signPackage.js:142,待与后端/OpenAPI 核验
FEAPI-0350,oa/signPackage,publishSignPlan,POST,'/oa/signPackage/plan/' + planId + '/publish',/oa/signPackage/plan/{planId}/publish,erp-ui/src/api/oa/signPackage.js:150,待与后端/OpenAPI 核验
FEAPI-0351,oa/signPackage,matchSignTemplates,POST,'/oa/signPackage/template/match',/oa/signPackage/template/match,erp-ui/src/api/oa/signPackage.js:157,待与后端/OpenAPI 核验
FEAPI-0352,oa/signPackage,previewSignPackageBatch,POST,'/oa/signPackage/batch/preview',/oa/signPackage/batch/preview,erp-ui/src/api/oa/signPackage.js:166,待与后端/OpenAPI 核验
FEAPI-0353,oa/signPackage,createSignPackageDrafts,POST,'/oa/signPackage/batch/createDrafts',/oa/signPackage/batch/createDrafts,erp-ui/src/api/oa/signPackage.js:175,待与后端/OpenAPI 核验
FEAPI-0354,oa/signPackage,listMySignPackages,GET,'/oa/signPackage/mobile/list',/oa/signPackage/mobile/list,erp-ui/src/api/oa/signPackage.js:183,待与后端/OpenAPI 核验
FEAPI-0355,oa/signPackage,getMySignPackage,GET,'/oa/signPackage/mobile/' + packageId,/oa/signPackage/mobile/{packageId},erp-ui/src/api/oa/signPackage.js:191,待与后端/OpenAPI 核验
FEAPI-0356,oa/signPackage,confirmSignPackageDocumentRead,POST,'/oa/signPackage/mobile/' + packageId + '/read/' + documentId,/oa/signPackage/mobile/{packageId}/read/{documentId},erp-ui/src/api/oa/signPackage.js:198,待与后端/OpenAPI 核验
FEAPI-0357,oa/signPackage,signMySignPackage,POST,'/oa/signPackage/mobile/' + packageId + '/sign',/oa/signPackage/mobile/{packageId}/sign,erp-ui/src/api/oa/signPackage.js:206,待与后端/OpenAPI 核验
FEAPI-0358,oa/signPackage,confirmMyFinalSignPackage,POST,'/oa/signPackage/mobile/' + packageId + '/final-confirm',/oa/signPackage/mobile/{packageId}/final-confirm,erp-ui/src/api/oa/signPackage.js:214,待与后端/OpenAPI 核验
FEAPI-0359,oa/signPackage,downloadMySignPackageDocument,GET,'/oa/signPackage/mobile/' + packageId + '/documents/' + documentId + '/file',/oa/signPackage/mobile/{packageId}/documents/{documentId}/file,erp-ui/src/api/oa/signPackage.js:222,待与后端/OpenAPI 核验
FEAPI-0360,oa/signPackage,downloadMySignedSignPackageDocument,GET,'/oa/signPackage/mobile/' + packageId + '/documents/' + documentId + '/signed-file',/oa/signPackage/mobile/{packageId}/documents/{documentId}/signed-file,erp-ui/src/api/oa/signPackage.js:230,待与后端/OpenAPI 核验
FEAPI-0361,oa/signPackage,downloadMyFinalSignPackageDocument,GET,'/oa/signPackage/mobile/' + packageId + '/documents/' + documentId + '/final-file',/oa/signPackage/mobile/{packageId}/documents/{documentId}/final-file,erp-ui/src/api/oa/signPackage.js:238,待与后端/OpenAPI 核验
FEAPI-0362,oa/signPackage,downloadMySignPackageCertificate,GET,'/oa/signPackage/mobile/' + packageId + '/documents/' + documentId + '/certificate',/oa/signPackage/mobile/{packageId}/documents/{documentId}/certificate,erp-ui/src/api/oa/signPackage.js:246,待与后端/OpenAPI 核验
FEAPI-0363,oa/signPackage,downloadSignPackageDocument,GET,'/oa/signPackage/' + packageId + '/documents/' + documentId + '/file',/oa/signPackage/{packageId}/documents/{documentId}/file,erp-ui/src/api/oa/signPackage.js:254,待与后端/OpenAPI 核验
FEAPI-0364,oa/signPackage,downloadSignedSignPackageDocument,GET,'/oa/signPackage/' + packageId + '/documents/' + documentId + '/signed-file',/oa/signPackage/{packageId}/documents/{documentId}/signed-file,erp-ui/src/api/oa/signPackage.js:262,待与后端/OpenAPI 核验
FEAPI-0365,oa/signPackage,downloadFinalSignPackageDocument,GET,'/oa/signPackage/' + packageId + '/documents/' + documentId + '/final-file',/oa/signPackage/{packageId}/documents/{documentId}/final-file,erp-ui/src/api/oa/signPackage.js:270,待与后端/OpenAPI 核验
FEAPI-0366,oa/signPackage,downloadSignPackageCertificate,GET,'/oa/signPackage/' + packageId + '/documents/' + documentId + '/certificate',/oa/signPackage/{packageId}/documents/{documentId}/certificate,erp-ui/src/api/oa/signPackage.js:278,待与后端/OpenAPI 核验
FEAPI-0367,oa/signTask,listSignTasks,GET,'/oa/signTask/list',/oa/signTask/list,erp-ui/src/api/oa/signTask.js:5,待与后端/OpenAPI 核验
FEAPI-0368,oa/signTask,getSignTaskMetrics,GET,'/oa/signTask/metrics',/oa/signTask/metrics,erp-ui/src/api/oa/signTask.js:14,待与后端/OpenAPI 核验
FEAPI-0369,oa/signTask,getSignTask,GET,'/oa/signTask/' + taskId,/oa/signTask/{taskId},erp-ui/src/api/oa/signTask.js:22,待与后端/OpenAPI 核验
FEAPI-0370,oa/signTask,revalidateSignTask,POST,'/oa/signTask/' + taskId + '/revalidate',/oa/signTask/{taskId}/revalidate,erp-ui/src/api/oa/signTask.js:30,待与后端/OpenAPI 核验
FEAPI-0371,oa/signTask,sendSignTask,POST,'/oa/signTask/' + taskId + '/send',/oa/signTask/{taskId}/send,erp-ui/src/api/oa/signTask.js:38,待与后端/OpenAPI 核验
FEAPI-0372,oa/signTask,retrySignTask,POST,'/oa/signTask/' + taskId + '/retry',/oa/signTask/{taskId}/retry,erp-ui/src/api/oa/signTask.js:46,待与后端/OpenAPI 核验
FEAPI-0373,oa/signTask,retrySignTaskNotification,POST,'/oa/signTask/' + taskId + '/notification/retry',/oa/signTask/{taskId}/notification/retry,erp-ui/src/api/oa/signTask.js:54,待与后端/OpenAPI 核验
FEAPI-0374,oa/signTask,cancelSignTask,POST,'/oa/signTask/' + taskId + '/cancel',/oa/signTask/{taskId}/cancel,erp-ui/src/api/oa/signTask.js:62,待与后端/OpenAPI 核验
FEAPI-0375,oa/todo,getTodoSummary,GET,'/oa/todo/summary',/oa/todo/summary,erp-ui/src/api/oa/todo.js:5,待与后端/OpenAPI 核验
FEAPI-0376,oa/todo,listTodos,GET,'/oa/todo/list',/oa/todo/list,erp-ui/src/api/oa/todo.js:13,待与后端/OpenAPI 核验
FEAPI-0377,system/config,listConfig,GET,'/system/config/list',/system/config/list,erp-ui/src/api/system/config.js:6,待与后端/OpenAPI 核验
FEAPI-0378,system/config,getConfig,GET,'/system/config/' + configId,/system/config/{configId},erp-ui/src/api/system/config.js:15,待与后端/OpenAPI 核验
FEAPI-0379,system/config,getConfigKey,GET,'/system/config/configKey/' + configKey,/system/config/configKey/{configKey},erp-ui/src/api/system/config.js:23,待与后端/OpenAPI 核验
FEAPI-0380,system/config,addConfig,POST,'/system/config',/system/config,erp-ui/src/api/system/config.js:31,待与后端/OpenAPI 核验
FEAPI-0381,system/config,updateConfig,PUT,'/system/config',/system/config,erp-ui/src/api/system/config.js:40,待与后端/OpenAPI 核验
FEAPI-0382,system/config,delConfig,DELETE,'/system/config/' + configId,/system/config/{configId},erp-ui/src/api/system/config.js:49,待与后端/OpenAPI 核验
FEAPI-0383,system/config,refreshCache,DELETE,'/system/config/refreshCache',/system/config/refreshCache,erp-ui/src/api/system/config.js:57,待与后端/OpenAPI 核验
FEAPI-0384,system/dept,listDept,GET,'/system/dept/list',/system/dept/list,erp-ui/src/api/system/dept.js:6,待与后端/OpenAPI 核验
FEAPI-0385,system/dept,listDeptLeaderOptions,GET,'/system/dept/leader-options',/system/dept/leader-options,erp-ui/src/api/system/dept.js:15,待与后端/OpenAPI 核验
FEAPI-0386,system/dept,listShopTree,GET,'/system/dept/shop-tree',/system/dept/shop-tree,erp-ui/src/api/system/dept.js:24,待与后端/OpenAPI 核验
FEAPI-0387,system/dept,listWarehouseDept,GET,'/system/dept/warehouse-list',/system/dept/warehouse-list,erp-ui/src/api/system/dept.js:32,待与后端/OpenAPI 核验
FEAPI-0388,system/dept,listVisibleStoreDept,GET,'/system/dept/visible-store-list',/system/dept/visible-store-list,erp-ui/src/api/system/dept.js:41,待与后端/OpenAPI 核验
FEAPI-0389,system/dept,listDeptExcludeChild,GET,'/system/dept/list/exclude/' + deptId,/system/dept/list/exclude/{deptId},erp-ui/src/api/system/dept.js:50,待与后端/OpenAPI 核验
FEAPI-0390,system/dept,getDept,GET,'/system/dept/' + deptId,/system/dept/{deptId},erp-ui/src/api/system/dept.js:58,待与后端/OpenAPI 核验
FEAPI-0391,system/dept,addDept,POST,'/system/dept',/system/dept,erp-ui/src/api/system/dept.js:66,待与后端/OpenAPI 核验
FEAPI-0392,system/dept,updateDept,PUT,'/system/dept',/system/dept,erp-ui/src/api/system/dept.js:75,待与后端/OpenAPI 核验
FEAPI-0393,system/dept,updateDeptSort,PUT,'/system/dept/updateSort',/system/dept/updateSort,erp-ui/src/api/system/dept.js:84,待与后端/OpenAPI 核验
FEAPI-0394,system/dept,delDept,DELETE,'/system/dept/' + deptId,/system/dept/{deptId},erp-ui/src/api/system/dept.js:94,待与后端/OpenAPI 核验
FEAPI-0395,system/dict/data,listData,GET,'/system/dict/data/list',/system/dict/data/list,erp-ui/src/api/system/dict/data.js:6,待与后端/OpenAPI 核验
FEAPI-0396,system/dict/data,getData,GET,'/system/dict/data/' + dictCode,/system/dict/data/{dictCode},erp-ui/src/api/system/dict/data.js:15,待与后端/OpenAPI 核验
FEAPI-0397,system/dict/data,getDicts,GET,'/system/dict/data/type/' + dictType,/system/dict/data/type/{dictType},erp-ui/src/api/system/dict/data.js:23,待与后端/OpenAPI 核验
FEAPI-0398,system/dict/data,addData,POST,'/system/dict/data',/system/dict/data,erp-ui/src/api/system/dict/data.js:31,待与后端/OpenAPI 核验
FEAPI-0399,system/dict/data,updateData,PUT,'/system/dict/data',/system/dict/data,erp-ui/src/api/system/dict/data.js:40,待与后端/OpenAPI 核验
FEAPI-0400,system/dict/data,delData,DELETE,'/system/dict/data/' + dictCode,/system/dict/data/{dictCode},erp-ui/src/api/system/dict/data.js:49,待与后端/OpenAPI 核验
FEAPI-0401,system/dict/type,listType,GET,'/system/dict/type/list',/system/dict/type/list,erp-ui/src/api/system/dict/type.js:6,待与后端/OpenAPI 核验
FEAPI-0402,system/dict/type,getType,GET,'/system/dict/type/' + dictId,/system/dict/type/{dictId},erp-ui/src/api/system/dict/type.js:15,待与后端/OpenAPI 核验
FEAPI-0403,system/dict/type,addType,POST,'/system/dict/type',/system/dict/type,erp-ui/src/api/system/dict/type.js:23,待与后端/OpenAPI 核验
FEAPI-0404,system/dict/type,updateType,PUT,'/system/dict/type',/system/dict/type,erp-ui/src/api/system/dict/type.js:32,待与后端/OpenAPI 核验
FEAPI-0405,system/dict/type,delType,DELETE,'/system/dict/type/' + dictId,/system/dict/type/{dictId},erp-ui/src/api/system/dict/type.js:41,待与后端/OpenAPI 核验
FEAPI-0406,system/dict/type,refreshCache,DELETE,'/system/dict/type/refreshCache',/system/dict/type/refreshCache,erp-ui/src/api/system/dict/type.js:49,待与后端/OpenAPI 核验
FEAPI-0407,system/dict/type,optionselect,GET,'/system/dict/type/optionselect',/system/dict/type/optionselect,erp-ui/src/api/system/dict/type.js:57,待与后端/OpenAPI 核验
FEAPI-0408,system/file,deleteFile,DELETE,'/file/delete',/file/delete,erp-ui/src/api/system/file.js:5,待与后端/OpenAPI 核验
FEAPI-0409,system/legalEntity,listLegalEntityOptions,GET,'/system/legalEntity/options',/system/legalEntity/options,erp-ui/src/api/system/legalEntity.js:5,待与后端/OpenAPI 核验
FEAPI-0410,system/legalEntity,listLegalEntities,GET,'/system/legalEntity/list',/system/legalEntity/list,erp-ui/src/api/system/legalEntity.js:12,待与后端/OpenAPI 核验
FEAPI-0411,system/legalEntity,getLegalEntity,GET,'/system/legalEntity/' + legalEntityId,/system/legalEntity/{legalEntityId},erp-ui/src/api/system/legalEntity.js:20,待与后端/OpenAPI 核验
FEAPI-0412,system/legalEntity,createLegalEntity,POST,'/system/legalEntity',/system/legalEntity,erp-ui/src/api/system/legalEntity.js:27,待与后端/OpenAPI 核验
FEAPI-0413,system/legalEntity,updateLegalEntity,PUT,'/system/legalEntity',/system/legalEntity,erp-ui/src/api/system/legalEntity.js:35,待与后端/OpenAPI 核验
FEAPI-0414,system/logininfor,list,GET,'/system/logininfor/list',/system/logininfor/list,erp-ui/src/api/system/logininfor.js:6,待与后端/OpenAPI 核验
FEAPI-0415,system/logininfor,delLogininfor,DELETE,'/system/logininfor/' + infoId,/system/logininfor/{infoId},erp-ui/src/api/system/logininfor.js:15,待与后端/OpenAPI 核验
FEAPI-0416,system/logininfor,unlockLogininfor,GET,'/system/logininfor/unlock/' + userName,/system/logininfor/unlock/{userName},erp-ui/src/api/system/logininfor.js:23,待与后端/OpenAPI 核验
FEAPI-0417,system/logininfor,cleanLogininfor,DELETE,'/system/logininfor/clean',/system/logininfor/clean,erp-ui/src/api/system/logininfor.js:30,待与后端/OpenAPI 核验
FEAPI-0418,system/menu,listMenu,GET,'/system/menu/list',/system/menu/list,erp-ui/src/api/system/menu.js:6,待与后端/OpenAPI 核验
FEAPI-0419,system/menu,getMenu,GET,'/system/menu/' + menuId,/system/menu/{menuId},erp-ui/src/api/system/menu.js:15,待与后端/OpenAPI 核验
FEAPI-0420,system/menu,treeselect,GET,'/system/menu/treeselect',/system/menu/treeselect,erp-ui/src/api/system/menu.js:23,待与后端/OpenAPI 核验
FEAPI-0421,system/menu,roleMenuTreeselect,GET,'/system/menu/roleMenuTreeselect/' + roleId,/system/menu/roleMenuTreeselect/{roleId},erp-ui/src/api/system/menu.js:31,待与后端/OpenAPI 核验
FEAPI-0422,system/menu,addMenu,POST,'/system/menu',/system/menu,erp-ui/src/api/system/menu.js:39,待与后端/OpenAPI 核验
FEAPI-0423,system/menu,updateMenu,PUT,'/system/menu',/system/menu,erp-ui/src/api/system/menu.js:48,待与后端/OpenAPI 核验
FEAPI-0424,system/menu,updateMenuSort,PUT,'/system/menu/updateSort',/system/menu/updateSort,erp-ui/src/api/system/menu.js:57,待与后端/OpenAPI 核验
FEAPI-0425,system/menu,delMenu,DELETE,'/system/menu/' + menuId,/system/menu/{menuId},erp-ui/src/api/system/menu.js:67,待与后端/OpenAPI 核验
FEAPI-0426,system/mobile,getMobileProfile,GET,'/system/mobile/profile',/system/mobile/profile,erp-ui/src/api/system/mobile.js:5,待与后端/OpenAPI 核验
FEAPI-0427,system/mobile,getMobileWarehouseOptions,GET,'/system/mobile/options/warehouses',/system/mobile/options/warehouses,erp-ui/src/api/system/mobile.js:12,待与后端/OpenAPI 核验
FEAPI-0428,system/notice,listNotice,GET,'/system/notice/list',/system/notice/list,erp-ui/src/api/system/notice.js:6,待与后端/OpenAPI 核验
FEAPI-0429,system/notice,getNotice,GET,'/system/notice/' + noticeId,/system/notice/{noticeId},erp-ui/src/api/system/notice.js:15,待与后端/OpenAPI 核验
FEAPI-0430,system/notice,getInboxNotice,GET,'/system/notice/inbox/' + noticeId,/system/notice/inbox/{noticeId},erp-ui/src/api/system/notice.js:23,待与后端/OpenAPI 核验
FEAPI-0431,system/notice,addNotice,POST,'/system/notice',/system/notice,erp-ui/src/api/system/notice.js:31,待与后端/OpenAPI 核验
FEAPI-0432,system/notice,updateNotice,PUT,'/system/notice',/system/notice,erp-ui/src/api/system/notice.js:40,待与后端/OpenAPI 核验
