backend_api_id,module,controller,java_method,http_method,controller_path,external_path_candidate,permissions,idempotent_annotation,response_type,data_scope,source,openapi_status
BEAPI-0321,oa,OaFixedAssetRepairController,list,GET,/fixedAsset/repair/list,/oa/fixedAsset/repair/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaFixedAssetRepairController.java:34,待生成版本化 OpenAPI 基线
BEAPI-0322,oa,OaFixedAssetRepairController,getInfo,GET,/fixedAsset/repair/{repairId},/oa/fixedAsset/repair/{repairId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaFixedAssetRepairController.java:43,待生成版本化 OpenAPI 基线
BEAPI-0323,oa,OaFixedAssetRepairController,precheck,POST,/fixedAsset/repair/precheck,/oa/fixedAsset/repair/precheck,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaFixedAssetRepairController.java:50,待生成版本化 OpenAPI 基线
BEAPI-0324,oa,OaFixedAssetRepairController,submit,POST,/fixedAsset/repair/submit,/oa/fixedAsset/repair/submit,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaFixedAssetRepairController.java:61,待生成版本化 OpenAPI 基线
BEAPI-0325,oa,OaFixedAssetRepairController,submitBatch,POST,/fixedAsset/repair/submit/batch,/oa/fixedAsset/repair/submit/batch,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaFixedAssetRepairController.java:70,待生成版本化 OpenAPI 基线
BEAPI-0326,oa,OaFixedAssetRepairController,confirm,POST,/fixedAsset/repair/{repairId}/confirm,/oa/fixedAsset/repair/{repairId}/confirm,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaFixedAssetRepairController.java:80,待生成版本化 OpenAPI 基线
BEAPI-0327,oa,OaFixedAssetRepairController,export,POST,/fixedAsset/repair/export,/oa/fixedAsset/repair/export,未声明/公共接口,no,void,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaFixedAssetRepairController.java:88,待生成版本化 OpenAPI 基线
BEAPI-0328,oa,OaLaborContractController,templateList,GET,/laborContract/template/list,/oa/laborContract/template/list,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:39,待生成版本化 OpenAPI 基线
BEAPI-0329,oa,OaLaborContractController,saveTemplate,POST,/laborContract/template,/oa/laborContract/template,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:49,待生成版本化 OpenAPI 基线
BEAPI-0330,oa,OaLaborContractController,saveSeal,POST,/laborContract/seal,/oa/laborContract/seal,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:59,待生成版本化 OpenAPI 基线
BEAPI-0331,oa,OaLaborContractController,seal,GET,/laborContract/seal,/oa/laborContract/seal,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:66,待生成版本化 OpenAPI 基线
BEAPI-0332,oa,OaLaborContractController,save,POST,/laborContract/save,/oa/laborContract/save,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:77,待生成版本化 OpenAPI 基线
BEAPI-0333,oa,OaLaborContractController,send,POST,/laborContract/send,/oa/laborContract/send,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:87,待生成版本化 OpenAPI 基线
BEAPI-0334,oa,OaLaborContractController,list,GET,/laborContract/list,/oa/laborContract/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:94,待生成版本化 OpenAPI 基线
BEAPI-0335,oa,OaLaborContractController,detail,GET,/laborContract/{contractId},/oa/laborContract/{contractId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:103,待生成版本化 OpenAPI 基线
BEAPI-0336,oa,OaLaborContractController,voidContract,POST,/laborContract/{contractId}/void,/oa/laborContract/{contractId}/void,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:113,待生成版本化 OpenAPI 基线
BEAPI-0337,oa,OaLaborContractController,preview,GET,/laborContract/{contractId}/preview,/oa/laborContract/{contractId}/preview,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:120,待生成版本化 OpenAPI 基线
BEAPI-0338,oa,OaLaborContractController,verify,POST,/laborContract/verify,/oa/laborContract/verify,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:127,待生成版本化 OpenAPI 基线
BEAPI-0339,oa,OaLaborContractController,download,GET,/laborContract/download/{contractId}/{kind},/oa/laborContract/download/{contractId}/{kind},未声明/公共接口,no,void,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:135,待生成版本化 OpenAPI 基线
BEAPI-0340,oa,OaLaborContractController,mobileMy,GET,/laborContract/mobile/my,/oa/laborContract/mobile/my,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:143,待生成版本化 OpenAPI 基线
BEAPI-0341,oa,OaLaborContractController,mobileDetail,GET,/laborContract/mobile/{contractId},/oa/laborContract/mobile/{contractId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:152,待生成版本化 OpenAPI 基线
BEAPI-0342,oa,OaLaborContractController,mobileSign,POST,/laborContract/mobile/{contractId}/sign,/oa/laborContract/mobile/{contractId}/sign,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaLaborContractController.java:162,待生成版本化 OpenAPI 基线
BEAPI-0343,oa,OaPurchaseApprovalStartOutboxController,list,GET,/purchase/approval-start-outbox/list,/oa/purchase/approval-start-outbox/list,oa:purchase:approvalStartOutbox,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseApprovalStartOutboxController.java:41,待生成版本化 OpenAPI 基线
BEAPI-0344,oa,OaPurchaseApprovalStartOutboxController,summary,GET,/purchase/approval-start-outbox/summary,/oa/purchase/approval-start-outbox/summary,oa:purchase:approvalStartOutbox,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseApprovalStartOutboxController.java:49,待生成版本化 OpenAPI 基线
BEAPI-0345,oa,OaPurchaseApprovalStartOutboxController,replay,POST,/purchase/approval-start-outbox/{outboxId}/replay,/oa/purchase/approval-start-outbox/{outboxId}/replay,oa:purchase:approvalStartOutbox,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseApprovalStartOutboxController.java:60,待生成版本化 OpenAPI 基线
BEAPI-0346,oa,OaPurchaseController,save,POST,/purchase/save,/oa/purchase/save,oa:purchase:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseController.java:43,待生成版本化 OpenAPI 基线
BEAPI-0347,oa,OaPurchaseController,submit,POST,/purchase/submit,/oa/purchase/submit,oa:purchase:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseController.java:52,待生成版本化 OpenAPI 基线
BEAPI-0348,oa,OaPurchaseController,close,POST,/purchase/{purchaseId}/close,/oa/purchase/{purchaseId}/close,oa:purchase:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseController.java:61,待生成版本化 OpenAPI 基线
BEAPI-0349,oa,OaPurchaseController,withdraw,POST,/purchase/{purchaseId}/withdraw,/oa/purchase/{purchaseId}/withdraw,oa:purchase:add,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseController.java:70,待生成版本化 OpenAPI 基线
BEAPI-0350,oa,OaPurchaseController,myList,GET,/purchase/my,/oa/purchase/my,oa:purchase:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseController.java:81,待生成版本化 OpenAPI 基线
BEAPI-0351,oa,OaPurchaseController,availability,GET,/purchase/availability,/oa/purchase/availability,oa:purchase:add,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseController.java:90,待生成版本化 OpenAPI 基线
BEAPI-0352,oa,OaPurchaseController,detail,GET,/purchase/{purchaseId},/oa/purchase/{purchaseId},oa:purchase:add | oa:purchase:query | oa:todo:approve,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseController.java:100,待生成版本化 OpenAPI 基线
BEAPI-0353,oa,OaPurchaseController,exportMy,POST,/purchase/export/my,/oa/purchase/export/my,oa:purchase:export,no,void,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaPurchaseController.java:108,待生成版本化 OpenAPI 基线
BEAPI-0354,oa,OaSalaryController,config,GET,/salary/config,/oa/salary/config,oa:salary:config,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSalaryController.java:36,待生成版本化 OpenAPI 基线
BEAPI-0355,oa,OaSalaryController,saveConfig,PUT,/salary/config,/oa/salary/config,oa:salary:config,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSalaryController.java:45,待生成版本化 OpenAPI 基线
BEAPI-0356,oa,OaSalaryController,detail,GET,/salary/{salaryId},/oa/salary/{salaryId},oa:salary:query,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSalaryController.java:52,待生成版本化 OpenAPI 基线
BEAPI-0357,oa,OaSalaryController,myList,GET,/salary/my,/oa/salary/my,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSalaryController.java:59,待生成版本化 OpenAPI 基线
BEAPI-0358,oa,OaSalaryController,list,GET,/salary/list,/oa/salary/list,oa:salary:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSalaryController.java:68,待生成版本化 OpenAPI 基线
BEAPI-0359,oa,OaSalaryController,attendancePreflight,GET,/salary/attendance-preflight,/oa/salary/attendance-preflight,oa:salary:calculate,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSalaryController.java:77,待生成版本化 OpenAPI 基线
BEAPI-0360,oa,OaSalaryController,calculate,POST,/salary/calculate,/oa/salary/calculate,oa:salary:calculate,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSalaryController.java:91,待生成版本化 OpenAPI 基线
BEAPI-0361,oa,OaSalaryController,export,POST,/salary/export,/oa/salary/export,oa:salary:export,no,void,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSalaryController.java:105,待生成版本化 OpenAPI 基线
BEAPI-0362,oa,OaSignPackageController,templateTypes,GET,/signPackage/template/types,/oa/signPackage/template/types,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:85,待生成版本化 OpenAPI 基线
BEAPI-0363,oa,OaSignPackageController,templateList,GET,/signPackage/template/list,/oa/signPackage/template/list,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:94,待生成版本化 OpenAPI 基线
BEAPI-0364,oa,OaSignPackageController,saveTemplate,POST,/signPackage/template,/oa/signPackage/template,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:106,待生成版本化 OpenAPI 基线
BEAPI-0365,oa,OaSignPackageController,planList,GET,/signPackage/plan/list,/oa/signPackage/plan/list,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:115,待生成版本化 OpenAPI 基线
BEAPI-0366,oa,OaSignPackageController,planDetail,GET,/signPackage/plan/{planId},/oa/signPackage/plan/{planId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:125,待生成版本化 OpenAPI 基线
BEAPI-0367,oa,OaSignPackageController,savePlan,POST,/signPackage/plan,/oa/signPackage/plan,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:137,待生成版本化 OpenAPI 基线
BEAPI-0368,oa,OaSignPackageController,updatePlan,PUT,/signPackage/plan,/oa/signPackage/plan,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:149,待生成版本化 OpenAPI 基线
BEAPI-0369,oa,OaSignPackageController,publishPlan,POST,/signPackage/plan/{planId}/publish,/oa/signPackage/plan/{planId}/publish,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:161,待生成版本化 OpenAPI 基线
BEAPI-0370,oa,OaSignPackageController,list,GET,/signPackage/list,/oa/signPackage/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:170,待生成版本化 OpenAPI 基线
BEAPI-0371,oa,OaSignPackageController,create,POST,/signPackage,/oa/signPackage,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:182,待生成版本化 OpenAPI 基线
BEAPI-0372,oa,OaSignPackageController,batchPreview,POST,/signPackage/batch/preview,/oa/signPackage/batch/preview,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:189,待生成版本化 OpenAPI 基线
BEAPI-0373,oa,OaSignPackageController,batchCreateDrafts,POST,/signPackage/batch/createDrafts,/oa/signPackage/batch/createDrafts,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:200,待生成版本化 OpenAPI 基线
BEAPI-0374,oa,OaSignPackageController,detail,GET,/signPackage/{packageId},/oa/signPackage/{packageId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:209,待生成版本化 OpenAPI 基线
BEAPI-0375,oa,OaSignPackageController,verify,GET,/signPackage/{packageId}/verify,/oa/signPackage/{packageId}/verify,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:216,待生成版本化 OpenAPI 基线
BEAPI-0376,oa,OaSignPackageController,update,PUT,/signPackage/{packageId},/oa/signPackage/{packageId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:233,待生成版本化 OpenAPI 基线
BEAPI-0377,oa,OaSignPackageController,send,POST,/signPackage/{packageId}/send,/oa/signPackage/{packageId}/send,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:244,待生成版本化 OpenAPI 基线
BEAPI-0378,oa,OaSignPackageController,companyOptions,GET,/signPackage/{packageId}/company-options,/oa/signPackage/{packageId}/company-options,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:251,待生成版本化 OpenAPI 基线
BEAPI-0379,oa,OaSignPackageController,finalizePackage,POST,/signPackage/{packageId}/finalize,/oa/signPackage/{packageId}/finalize,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:274,待生成版本化 OpenAPI 基线
BEAPI-0380,oa,OaSignPackageController,companySeals,GET,/signPackage/company/seals,/oa/signPackage/company/seals,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:284,待生成版本化 OpenAPI 基线
BEAPI-0381,oa,OaSignPackageController,saveCompanySeal,POST,/signPackage/company/seals,/oa/signPackage/company/seals,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:296,待生成版本化 OpenAPI 基线
BEAPI-0382,oa,OaSignPackageController,voidPackage,POST,/signPackage/{packageId}/void,/oa/signPackage/{packageId}/void,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:307,待生成版本化 OpenAPI 基线
BEAPI-0383,oa,OaSignPackageController,matchTemplates,POST,/signPackage/template/match,/oa/signPackage/template/match,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:315,待生成版本化 OpenAPI 基线
BEAPI-0384,oa,OaSignPackageController,mobileList,GET,/signPackage/mobile/list,/oa/signPackage/mobile/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:324,待生成版本化 OpenAPI 基线
BEAPI-0385,oa,OaSignPackageController,mobileDetail,GET,/signPackage/mobile/{packageId},/oa/signPackage/mobile/{packageId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:333,待生成版本化 OpenAPI 基线
BEAPI-0386,oa,OaSignPackageController,mobileDocumentFile,GET,/signPackage/mobile/{packageId}/documents/{documentId}/file,/oa/signPackage/mobile/{packageId}/documents/{documentId}/file,未声明/公共接口,no,ResponseEntity<Resource>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:340,待生成版本化 OpenAPI 基线
BEAPI-0387,oa,OaSignPackageController,mobileSignedDocumentFile,GET,/signPackage/mobile/{packageId}/documents/{documentId}/signed-file,/oa/signPackage/mobile/{packageId}/documents/{documentId}/signed-file,未声明/公共接口,no,ResponseEntity<Resource>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:348,待生成版本化 OpenAPI 基线
BEAPI-0388,oa,OaSignPackageController,mobileFinalDocumentFile,GET,/signPackage/mobile/{packageId}/documents/{documentId}/final-file,/oa/signPackage/mobile/{packageId}/documents/{documentId}/final-file,未声明/公共接口,no,ResponseEntity<Resource>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:356,待生成版本化 OpenAPI 基线
BEAPI-0389,oa,OaSignPackageController,mobileCertificateFile,GET,/signPackage/mobile/{packageId}/documents/{documentId}/certificate,/oa/signPackage/mobile/{packageId}/documents/{documentId}/certificate,未声明/公共接口,no,ResponseEntity<Resource>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:364,待生成版本化 OpenAPI 基线
BEAPI-0390,oa,OaSignPackageController,documentFile,GET,/signPackage/{packageId}/documents/{documentId}/file,/oa/signPackage/{packageId}/documents/{documentId}/file,未声明/公共接口,no,ResponseEntity<Resource>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:372,待生成版本化 OpenAPI 基线
BEAPI-0391,oa,OaSignPackageController,signedDocumentFile,GET,/signPackage/{packageId}/documents/{documentId}/signed-file,/oa/signPackage/{packageId}/documents/{documentId}/signed-file,未声明/公共接口,no,ResponseEntity<Resource>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:380,待生成版本化 OpenAPI 基线
BEAPI-0392,oa,OaSignPackageController,finalDocumentFile,GET,/signPackage/{packageId}/documents/{documentId}/final-file,/oa/signPackage/{packageId}/documents/{documentId}/final-file,未声明/公共接口,no,ResponseEntity<Resource>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:389,待生成版本化 OpenAPI 基线
BEAPI-0393,oa,OaSignPackageController,certificateFile,GET,/signPackage/{packageId}/documents/{documentId}/certificate,/oa/signPackage/{packageId}/documents/{documentId}/certificate,未声明/公共接口,no,ResponseEntity<Resource>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:398,待生成版本化 OpenAPI 基线
BEAPI-0394,oa,OaSignPackageController,mobileRead,POST,/signPackage/mobile/{packageId}/read/{documentId},/oa/signPackage/mobile/{packageId}/read/{documentId},未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:407,待生成版本化 OpenAPI 基线
BEAPI-0395,oa,OaSignPackageController,mobileSign,POST,/signPackage/mobile/{packageId}/sign,/oa/signPackage/mobile/{packageId}/sign,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:419,待生成版本化 OpenAPI 基线
BEAPI-0396,oa,OaSignPackageController,mobileFinalConfirm,POST,/signPackage/mobile/{packageId}/final-confirm,/oa/signPackage/mobile/{packageId}/final-confirm,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignPackageController.java:431,待生成版本化 OpenAPI 基线
BEAPI-0397,oa,OaSignTaskController,list,GET,/signTask/list,/oa/signTask/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskController.java:34,待生成版本化 OpenAPI 基线
BEAPI-0398,oa,OaSignTaskController,metrics,GET,/signTask/metrics,/oa/signTask/metrics,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskController.java:43,待生成版本化 OpenAPI 基线
BEAPI-0399,oa,OaSignTaskController,detail,GET,/signTask/{taskId},/oa/signTask/{taskId},未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskController.java:50,待生成版本化 OpenAPI 基线
BEAPI-0400,oa,OaSignTaskController,revalidate,POST,/signTask/{taskId}/revalidate,/oa/signTask/{taskId}/revalidate,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskController.java:59,待生成版本化 OpenAPI 基线
BEAPI-0401,oa,OaSignTaskController,send,POST,/signTask/{taskId}/send,/oa/signTask/{taskId}/send,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskController.java:71,待生成版本化 OpenAPI 基线
BEAPI-0402,oa,OaSignTaskController,retry,POST,/signTask/{taskId}/retry,/oa/signTask/{taskId}/retry,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskController.java:83,待生成版本化 OpenAPI 基线
BEAPI-0403,oa,OaSignTaskController,retryNotification,POST,/signTask/{taskId}/notification/retry,/oa/signTask/{taskId}/notification/retry,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskController.java:95,待生成版本化 OpenAPI 基线
BEAPI-0404,oa,OaSignTaskController,cancel,POST,/signTask/{taskId}/cancel,/oa/signTask/{taskId}/cancel,未声明/公共接口,yes,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskController.java:106,待生成版本化 OpenAPI 基线
BEAPI-0405,oa,OaSignTaskInternalController,receiveEvent,POST,/signTask/inner/events,/oa/signTask/inner/events,未声明/公共接口,no,R<Long>,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaSignTaskInternalController.java:26,待生成版本化 OpenAPI 基线
BEAPI-0406,oa,OaTodoController,summary,GET,/todo/summary,/oa/todo/summary,未声明/公共接口,no,AjaxResult,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaTodoController.java:26,待生成版本化 OpenAPI 基线
BEAPI-0407,oa,OaTodoController,list,GET,/todo/list,/oa/todo/list,未声明/公共接口,no,TableDataInfo,待逐接口核验,erp-modules/erp-oa/src/main/java/com/erp/oa/controller/OaTodoController.java:34,待生成版本化 OpenAPI 基线
BEAPI-0408,system,HrCompletenessController,summary,GET,/hr/completeness/summary,/system/hr/completeness/summary,hr:completeness:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/HrCompletenessController.java:26,待生成版本化 OpenAPI 基线
BEAPI-0409,system,HrCompletenessController,employees,GET,/hr/completeness/employees,/system/hr/completeness/employees,hr:completeness:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/HrCompletenessController.java:30,待生成版本化 OpenAPI 基线
BEAPI-0410,system,HrCompletenessController,departments,GET,/hr/completeness/departments,/system/hr/completeness/departments,hr:completeness:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/HrCompletenessController.java:42,待生成版本化 OpenAPI 基线
BEAPI-0411,system,HrEmployeeProfileController,list,GET,/hr/employee/list,/system/hr/employee/list,hr:employee:list,no,TableDataInfo,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/HrEmployeeProfileController.java:47,待生成版本化 OpenAPI 基线
BEAPI-0412,system,HrEmployeeProfileController,summary,GET,/hr/employee/summary,/system/hr/employee/summary,hr:employee:list,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/HrEmployeeProfileController.java:57,待生成版本化 OpenAPI 基线
BEAPI-0413,system,HrEmployeeProfileController,formOptions,GET,/hr/employee/form-options,/system/hr/employee/form-options,hr:employee:query,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/HrEmployeeProfileController.java:62,待生成版本化 OpenAPI 基线
BEAPI-0414,system,HrEmployeeProfileController,derivedPreview,POST,/hr/employee/derived-preview,/system/hr/employee/derived-preview,hr:employee:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/HrEmployeeProfileController.java:66,待生成版本化 OpenAPI 基线
BEAPI-0415,system,HrEmployeeProfileController,initializeProfile,POST,/hr/employee/{userId}/profile/initialize,/system/hr/employee/{userId}/profile/initialize,hr:employee:edit,no,AjaxResult,待逐接口核验,erp-modules/erp-system/src/main/java/com/erp/system/controller/HrEmployeeProfileController.java:73,待生成版本化 OpenAPI 基线
